Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
272-65-1806,Alex,Pune,Member,Female,Electronic accessories,5053.04,9,2273.868,47751.228,1/15/2019,5:17:00 PM,Ewallet,45477.35999999999,4.761904762,2273.868,4.7
333-73-7901,Giza,Amravati,Member,Female,Health and beauty,4558.360000000001,8,1823.344,38290.223999999995,3/23/2019,1:24:00 PM,Ewallet,36466.880000000005,4.761904762,1823.344,7.6
777-82-7220,Cairo,Nashik,Member,Female,Home and lifestyle,2499.96,8,999.984,20999.664,03-03-2019,1:01:00 PM,Cash,19999.68,4.761904762,999.984,7.7
280-35-5823,Cairo,Nashik,Member,Female,Home and lifestyle,7197.76,1,359.88800000000003,7557.648,1/17/2019,6:45:00 PM,Ewallet,7197.76,4.761904762,359.88800000000003,7.9
554-53-8700,Giza,Amravati,Member,Female,Home and lifestyle,4657.13,2,465.71299999999997,9779.973,02-02-2019,10:11:00 AM,Cash,9314.26,4.761904762,465.71299999999997,6.3
354-25-5821,Cairo,Nashik,Member,Female,Sports and travel,5736.96,6,1721.088,36142.848,02-08-2019,1:03:00 PM,Cash,34421.76,4.761904762,1721.088,5.6
228-96-1411,Giza,Amravati,Member,Female,Food and beverages,8192.1,8,3276.8399999999997,68813.64,03-04-2019,8:39:00 PM,Cash,65536.8,4.761904762,3276.8399999999997,7.6
617-15-4209,Giza,Amravati,Member,Female,Health and beauty,1275.71,2,127.571,2678.991,3/16/2019,7:47:00 PM,Cash,2551.42,4.761904762,127.571,7.2
132-32-9879,Cairo,Nashik,Member,Female,Electronic accessories,7798.679999999999,4,1559.736,32754.456000000002,03-09-2019,6:00:00 PM,Cash,31194.719999999998,4.761904762,1559.736,9.5
370-41-7321,Cairo,Nashik,Member,Female,Health and beauty,4705.2699999999995,9,2117.3715,44464.8015,2/27/2019,5:24:00 PM,Credit card,42347.43,4.761904762,2117.3715,8.4
727-46-3608,Cairo,Nashik,Member,Female,Food and beverages,1660.8300000000002,9,747.3735,15694.8435,02-06-2019,3:47:00 PM,Ewallet,14947.470000000001,4.761904762,747.3735,4.1
669-54-1719,Cairo,Nashik,Member,Female,Electronic accessories,1571.19,6,471.357,9898.497,02-10-2019,12:45:00 PM,Credit card,9427.14,4.761904762,471.357,8.1
574-22-5561,Giza,Amravati,Member,Female,Fashion accessories,6858.29,10,3429.145,72012.045,3/19/2019,5:08:00 PM,Ewallet,68582.9,4.761904762,3429.145,7.9
326-78-5178,Giza,Amravati,Member,Female,Food and beverages,7586.200000000001,7,2655.17,55758.57,02-03-2019,10:19:00 AM,Cash,53103.399999999994,4.761904762,2655.17,9.5
162-48-8011,Alex,Pune,Member,Female,Food and beverages,3700.9700000000003,5,925.2425000000001,19430.0925,02-10-2019,3:10:00 PM,Cash,18504.85,4.761904762,925.2425000000001,8.5
616-24-2851,Cairo,Nashik,Member,Female,Fashion accessories,1483.21,4,296.642,6229.482,3/22/2019,2:42:00 PM,Ewallet,5932.84,4.761904762,296.642,6.5
778-71-5554,Giza,Amravati,Member,Female,Fashion accessories,1280.69,1,64.0345,1344.7245,1/25/2019,3:46:00 PM,Credit card,1280.69,4.761904762,64.0345,6.1
242-55-6721,Cairo,Nashik,Member,Female,Home and lifestyle,1341.28,2,134.12800000000001,2816.688,03-07-2019,11:49:00 AM,Ewallet,2682.56,4.761904762,134.12800000000001,6.5
399-46-5918,Giza,Amravati,Member,Female,Electronic accessories,7136.34,8,2854.536,59945.255999999994,2/28/2019,7:01:00 PM,Cash,57090.72,4.761904762,2854.536,8.2
106-35-6779,Alex,Pune,Member,Female,Home and lifestyle,3680.2200000000003,2,368.022,7728.462,3/27/2019,11:26:00 AM,Cash,7360.4400000000005,4.761904762,368.022,5.8
635-40-6220,Alex,Pune,Member,Female,Health and beauty,7436.799999999999,8,2974.7200000000003,62469.119999999995,02-07-2019,11:28:00 AM,Ewallet,59494.399999999994,4.761904762,2974.7200000000003,6.6
817-48-8732,Alex,Pune,Member,Female,Home and lifestyle,6005.049999999999,10,3002.5249999999996,63053.024999999994,1/20/2019,3:55:00 PM,Cash,60050.5,4.761904762,3002.5249999999996,5.4
120-06-4233,Giza,Amravati,Member,Female,Electronic accessories,2540.63,6,762.189,16005.969,03-12-2019,8:36:00 PM,Cash,15243.779999999999,4.761904762,762.189,9.3
285-68-5083,Giza,Amravati,Member,Female,Sports and travel,2053.42,3,308.013,6468.273,2/15/2019,5:47:00 PM,Credit card,6160.26,4.761904762,308.013,10.0
803-83-5989,Giza,Amravati,Member,Female,Home and lifestyle,4625.59,6,1387.6770000000001,29141.217,2/24/2019,10:55:00 AM,Ewallet,27753.54,4.761904762,1387.6770000000001,7.0
347-34-2234,Cairo,Nashik,Member,Female,Sports and travel,4570.81,9,2056.8645,43194.154500000004,02-03-2019,1:40:00 PM,Ewallet,41137.29,4.761904762,2056.8645,10.0
199-75-8169,Alex,Pune,Member,Female,Sports and travel,1312.23,10,656.115,13778.414999999999,03-06-2019,12:27:00 PM,Credit card,13122.3,4.761904762,656.115,8.6
853-23-2453,Cairo,Nashik,Member,Female,Health and beauty,6286.419999999999,4,1257.2839999999999,26402.964,2/14/2019,2:35:00 PM,Cash,25145.679999999997,4.761904762,1257.2839999999999,7.6
877-22-3308,Alex,Pune,Member,Female,Health and beauty,1317.21,10,658.605,13830.705,3/13/2019,4:40:00 PM,Cash,13172.099999999999,4.761904762,658.605,5.8
838-78-4295,Giza,Amravati,Member,Female,Health and beauty,2778.0099999999998,2,277.801,5833.821000000001,02-10-2019,3:43:00 PM,Ewallet,5556.0199999999995,4.761904762,277.801,6.7
109-28-2512,Cairo,Nashik,Member,Female,Fashion accessories,8101.63,6,2430.489,51040.269,01-07-2019,3:01:00 PM,Ewallet,48609.78,4.761904762,2430.489,9.9
232-11-3025,Alex,Pune,Member,Female,Sports and travel,6537.91,10,3268.955,68648.05500000001,1/24/2019,10:04:00 AM,Cash,65379.100000000006,4.761904762,3268.955,6.4
382-03-4532,Alex,Pune,Member,Female,Health and beauty,1521.3899999999999,1,76.0695,1597.4595000000002,02-02-2019,6:50:00 PM,Cash,1521.3899999999999,4.761904762,76.0695,4.3
393-65-2792,Giza,Amravati,Member,Female,Food and beverages,7426.84,10,3713.42,77981.81999999999,01-06-2019,12:46:00 PM,Credit card,74268.4,4.761904762,3713.42,9.6
796-12-2025,Giza,Amravati,Member,Female,Fashion accessories,5155.96,10,2577.98,54137.58,02-11-2019,4:19:00 PM,Cash,51559.600000000006,4.761904762,2577.98,5.9
510-95-6347,Cairo,Nashik,Member,Female,Food and beverages,4027.1600000000003,3,604.074,12685.554,03-05-2019,6:17:00 PM,Ewallet,12081.48,4.761904762,604.074,4.0
841-35-6630,Giza,Amravati,Member,Female,Electronic accessories,6300.53,6,1890.1589999999999,39693.339,03-09-2019,6:21:00 PM,Cash,37803.18,4.761904762,1890.1589999999999,8.7
287-21-9091,Alex,Pune,Member,Female,Home and lifestyle,6197.610000000001,9,2788.9245,58567.4145,1/22/2019,10:55:00 AM,Ewallet,55778.49,4.761904762,2788.9245,9.4
732-94-0499,Giza,Amravati,Member,Female,Electronic accessories,3456.95,10,1728.475,36297.975,1/13/2019,5:04:00 PM,Credit card,34569.5,4.761904762,1728.475,5.4
263-10-3913,Giza,Amravati,Member,Female,Fashion accessories,4070.3199999999997,9,1831.644,38464.524,01-09-2019,2:20:00 PM,Credit card,36632.880000000005,4.761904762,1831.644,8.6
381-20-0914,Alex,Pune,Member,Female,Fashion accessories,1660.8300000000002,9,747.3735,15694.8435,01-12-2019,3:48:00 PM,Credit card,14947.470000000001,4.761904762,747.3735,5.7
829-49-1914,Giza,Amravati,Member,Female,Food and beverages,6499.7300000000005,10,3249.8650000000002,68247.165,03-05-2019,4:24:00 PM,Ewallet,64997.3,4.761904762,3249.8650000000002,6.6
756-01-7507,Giza,Amravati,Member,Female,Health and beauty,1691.54,5,422.885,8880.585000000001,1/22/2019,6:56:00 PM,Cash,8457.7,4.761904762,422.885,6.0
870-72-4431,Giza,Amravati,Member,Female,Health and beauty,8232.77,6,2469.831,51866.451,1/21/2019,2:42:00 PM,Credit card,49396.619999999995,4.761904762,2469.831,5.5
847-38-7188,Cairo,Nashik,Member,Female,Food and beverages,8024.4400000000005,3,1203.6660000000002,25276.985999999997,1/26/2019,7:56:00 PM,Ewallet,24073.320000000003,4.761904762,1203.6660000000002,6.4
480-63-2856,Giza,Amravati,Member,Female,Food and beverages,1597.75,8,639.1,13421.099999999999,1/23/2019,6:37:00 PM,Ewallet,12782.0,4.761904762,639.1,6.6
787-56-0757,Giza,Amravati,Member,Female,Food and beverages,6669.88,4,1333.9759999999999,28013.496,2/23/2019,6:45:00 PM,Credit card,26679.52,4.761904762,1333.9759999999999,8.3
360-39-5055,Giza,Amravati,Member,Female,Sports and travel,4059.5299999999997,5,1014.8824999999999,21312.532499999998,03-09-2019,10:17:00 AM,Cash,20297.65,4.761904762,1014.8824999999999,6.6
730-50-9884,Giza,Amravati,Member,Female,Sports and travel,6893.9800000000005,7,2412.893,50670.753,03-05-2019,2:31:00 PM,Ewallet,48257.85999999999,4.761904762,2412.893,4.0
362-58-8315,Giza,Amravati,Member,Female,Fashion accessories,6351.16,5,1587.79,33343.590000000004,3/25/2019,10:23:00 AM,Cash,31755.800000000003,4.761904762,1587.79,9.9
633-44-8566,Alex,Pune,Member,Female,Food and beverages,4098.54,7,1434.489,30124.269,3/27/2019,8:35:00 PM,Credit card,28689.780000000002,4.761904762,1434.489,7.3
504-35-8843,Alex,Pune,Member,Female,Sports and travel,3525.0099999999998,1,176.2505,3701.2605,01-02-2019,4:57:00 PM,Cash,3525.0099999999998,4.761904762,176.2505,5.7
318-68-5053,Cairo,Nashik,Member,Female,Health and beauty,6390.169999999999,6,1917.0510000000002,40258.070999999996,2/27/2019,5:55:00 PM,Cash,38341.02,4.761904762,1917.0510000000002,6.1
565-80-5980,Giza,Amravati,Member,Female,Home and lifestyle,3932.5400000000004,4,786.508,16516.668,1/23/2019,10:25:00 AM,Cash,15730.160000000002,4.761904762,786.508,7.1
225-32-0908,Giza,Amravati,Member,Female,Sports and travel,3723.38,10,1861.69,39095.49,1/26/2019,7:54:00 PM,Ewallet,37233.8,4.761904762,1861.69,8.2
873-51-0671,Alex,Pune,Member,Female,Sports and travel,1824.3400000000001,7,638.519,13408.899,01-10-2019,4:42:00 PM,Ewallet,12770.380000000001,4.761904762,638.519,5.1
152-08-9985,Cairo,Nashik,Member,Female,Health and beauty,5341.88,9,2403.846,50480.766,03-12-2019,12:09:00 PM,Credit card,48076.92,4.761904762,2403.846,8.6
512-91-0811,Giza,Amravati,Member,Female,Health and beauty,7449.25,1,372.4625,7821.7125,02-06-2019,8:05:00 PM,Credit card,7449.25,4.761904762,372.4625,6.6
594-34-4444,Alex,Pune,Member,Female,Electronic accessories,8064.28,1,403.214,8467.494,03-08-2019,8:38:00 PM,Ewallet,8064.28,4.761904762,403.214,7.2
766-85-7061,Cairo,Nashik,Member,Female,Health and beauty,7293.21,10,3646.605,76578.705,3/29/2019,10:25:00 AM,Ewallet,72932.1,4.761904762,3646.605,5.1
871-39-9221,Giza,Amravati,Member,Female,Electronic accessories,1033.35,6,310.005,6510.1050000000005,02-09-2019,1:11:00 PM,Cash,6200.1,4.761904762,310.005,4.1
865-92-6136,Alex,Pune,Member,Female,Food and beverages,4378.25,3,656.7375,13791.4875,3/23/2019,10:16:00 AM,Ewallet,13134.75,4.761904762,656.7375,9.3
733-01-9107,Cairo,Nashik,Member,Female,Home and lifestyle,6864.1,6,2059.23,43243.83,03-05-2019,6:14:00 PM,Cash,41184.6,4.761904762,2059.23,7.4
163-56-7055,Giza,Amravati,Member,Female,Fashion accessories,4042.9300000000003,1,202.14650000000003,4245.0765,3/26/2019,7:20:00 PM,Cash,4042.9300000000003,4.761904762,202.14650000000003,4.1
189-98-2939,Giza,Amravati,Member,Female,Fashion accessories,6519.65,9,2933.8424999999997,61610.692500000005,03-01-2019,1:22:00 PM,Cash,58676.850000000006,4.761904762,2933.8424999999997,7.2
551-21-3069,Giza,Amravati,Member,Female,Electronic accessories,1914.81,9,861.6645000000001,18094.9545,02-01-2019,11:27:00 AM,Cash,17233.29,4.761904762,861.6645000000001,4.9
212-62-1842,Alex,Pune,Member,Female,Food and beverages,4835.58,6,1450.6740000000002,30464.154000000002,3/28/2019,4:44:00 PM,Cash,29013.48,4.761904762,1450.6740000000002,9.9
716-39-1409,Cairo,Nashik,Member,Female,Health and beauty,2519.05,7,881.6675,18515.017499999998,3/19/2019,6:19:00 PM,Cash,17633.35,4.761904762,881.6675,8.0
704-48-3927,Alex,Pune,Member,Female,Electronic accessories,7359.610000000001,10,3679.8050000000003,77275.905,01-12-2019,2:50:00 PM,Ewallet,73596.1,4.761904762,3679.8050000000003,7.3
628-34-3388,Giza,Amravati,Member,Female,Fashion accessories,2272.54,6,681.7620000000001,14317.002,01-05-2019,8:54:00 PM,Credit card,13635.24,4.761904762,681.7620000000001,7.9
630-74-5166,Alex,Pune,Member,Female,Sports and travel,5156.79,6,1547.037,32487.777,3/22/2019,8:19:00 PM,Cash,30940.739999999998,4.761904762,1547.037,7.4
588-01-7461,Giza,Amravati,Member,Female,Food and beverages,2820.3399999999997,9,1269.153,26652.213,3/24/2019,10:43:00 AM,Cash,25383.059999999998,4.761904762,1269.153,4.2
861-77-0145,Giza,Amravati,Member,Female,Electronic accessories,6803.51,10,3401.755,71436.855,03-03-2019,2:30:00 PM,Cash,68035.1,4.761904762,3401.755,9.2
479-26-8945,Cairo,Nashik,Member,Female,Sports and travel,1368.6699999999998,2,136.867,2874.207,02-05-2019,11:32:00 AM,Ewallet,2737.3399999999997,4.761904762,136.867,4.6
210-67-5886,Giza,Amravati,Member,Female,Health and beauty,8151.429999999999,3,1222.7145,25677.0045,02-05-2019,10:41:00 AM,Credit card,24454.29,4.761904762,1222.7145,7.8
227-78-1148,Cairo,Nashik,Member,Female,Fashion accessories,6045.72,7,2116.002,44436.042,2/15/2019,12:44:00 PM,Cash,42320.04,4.761904762,2116.002,8.4
645-44-1170,Alex,Pune,Member,Female,Home and lifestyle,4819.81,9,2168.9145,45547.2045,1/19/2019,8:07:00 PM,Ewallet,43378.29,4.761904762,2168.9145,4.3
237-01-6122,Giza,Amravati,Member,Female,Home and lifestyle,6705.570000000001,9,3017.5065,63367.6365,02-01-2019,8:31:00 PM,Credit card,60350.130000000005,4.761904762,3017.5065,9.5
225-98-1496,Giza,Amravati,Member,Female,Fashion accessories,2242.66,3,336.399,7064.379,03-02-2019,1:01:00 PM,Credit card,6727.9800000000005,4.761904762,336.399,7.1
291-32-1427,Cairo,Nashik,Member,Female,Fashion accessories,1821.0200000000002,5,455.25500000000005,9560.355,03-05-2019,12:29:00 PM,Ewallet,9105.1,4.761904762,455.25500000000005,5.3
659-65-8956,Cairo,Nashik,Member,Female,Fashion accessories,4262.88,1,213.144,4476.023999999999,1/16/2019,3:26:00 PM,Ewallet,4262.88,4.761904762,213.144,5.2
642-32-2990,Alex,Pune,Member,Female,Food and beverages,909.6800000000001,10,454.84000000000003,9551.64,02-02-2019,8:48:00 PM,Ewallet,9096.8,4.761904762,454.84000000000003,6.0
378-24-2715,Cairo,Nashik,Member,Female,Home and lifestyle,4435.5199999999995,2,443.552,9314.592,1/20/2019,8:38:00 PM,Ewallet,8871.039999999999,4.761904762,443.552,4.1
638-60-7125,Alex,Pune,Member,Female,Electronic accessories,8263.48,8,3305.392,69413.232,2/14/2019,5:03:00 PM,Credit card,66107.84,4.761904762,3305.392,5.2
659-36-1684,Giza,Amravati,Member,Female,Sports and travel,4740.96,7,1659.336,34846.056,01-12-2019,12:02:00 PM,Credit card,33186.72,4.761904762,1659.336,6.5
219-22-9386,Cairo,Nashik,Member,Female,Sports and travel,8296.68,9,3733.506,78403.62599999999,03-09-2019,5:26:00 PM,Credit card,74670.12,4.761904762,3733.506,4.2
336-78-2147,Giza,Amravati,Member,Female,Home and lifestyle,5304.53,8,2121.812,44558.052,3/13/2019,7:52:00 PM,Credit card,42436.24,4.761904762,2121.812,4.6
268-27-6179,Cairo,Nashik,Member,Female,Fashion accessories,4687.01,8,1874.804,39370.884,03-09-2019,2:57:00 PM,Ewallet,37496.08,4.761904762,1874.804,7.3
668-90-8900,Alex,Pune,Member,Female,Home and lifestyle,7776.2699999999995,7,2721.6945,57155.5845,03-10-2019,6:44:00 PM,Credit card,54433.89000000001,4.761904762,2721.6945,4.5
870-54-3162,Alex,Pune,Member,Female,Sports and travel,2676.75,5,669.1875,14052.9375,1/27/2019,1:26:00 PM,Cash,13383.75,4.761904762,669.1875,9.0
189-08-9157,Giza,Amravati,Member,Female,Fashion accessories,2633.59,9,1185.1154999999999,24887.4255,01-08-2019,4:17:00 PM,Credit card,23702.309999999998,4.761904762,1185.1154999999999,5.9
663-86-9076,Giza,Amravati,Member,Female,Food and beverages,5688.820000000001,8,2275.5280000000002,47786.087999999996,01-08-2019,3:57:00 PM,Ewallet,45510.560000000005,4.761904762,2275.5280000000002,8.5
549-84-7482,Cairo,Nashik,Member,Female,Sports and travel,7493.24,9,3371.9579999999996,70811.118,02-08-2019,11:15:00 AM,Ewallet,67439.16,4.761904762,3371.9579999999996,7.2
191-10-6171,Cairo,Nashik,Normal,Female,Fashion accessories,3288.4599999999996,7,1150.961,24170.181,1/25/2019,1:18:00 PM,Cash,23019.219999999998,4.761904762,1150.961,7.5
802-70-5316,Alex,Pune,Member,Female,Sports and travel,7646.79,6,2294.037,48174.777,03-06-2019,8:34:00 PM,Cash,45880.74,4.761904762,2294.037,8.3
695-51-0018,Cairo,Nashik,Normal,Female,Sports and travel,2891.7200000000003,4,578.344,12145.224,02-10-2019,6:36:00 PM,Cash,11566.880000000001,4.761904762,578.344,7.4
590-83-4591,Cairo,Nashik,Member,Female,Electronic accessories,7258.35,6,2177.505,45727.604999999996,2/17/2019,2:40:00 PM,Credit card,43550.100000000006,4.761904762,2177.505,8.8
483-71-1164,Giza,Amravati,Normal,Female,Health and beauty,6747.9,6,2024.3700000000001,42511.770000000004,03-08-2019,4:43:00 PM,Ewallet,40487.4,4.761904762,2024.3700000000001,5.3
597-78-7908,Giza,Amravati,Normal,Female,Fashion accessories,7488.26,3,1123.239,23588.019,2/18/2019,7:39:00 PM,Cash,22464.780000000002,4.761904762,1123.239,6.2
700-81-1757,Alex,Pune,Normal,Female,Electronic accessories,2183.73,5,545.9325,11464.5825,1/18/2019,8:59:00 PM,Credit card,10918.650000000001,4.761904762,545.9325,8.8
354-39-5160,Alex,Pune,Member,Female,Home and lifestyle,2856.86,6,857.058,17998.218,2/18/2019,3:39:00 PM,Cash,17141.16,4.761904762,857.058,9.8
241-72-9525,Cairo,Nashik,Normal,Female,Sports and travel,4308.53,10,2154.265,45239.564999999995,2/16/2019,12:21:00 PM,Cash,43085.3,4.761904762,2154.265,8.2
575-30-8091,Alex,Pune,Normal,Female,Sports and travel,6017.5,8,2407.0,50547.0,3/16/2019,7:25:00 PM,Ewallet,48140.0,4.761904762,2407.0,9.2
731-81-9469,Giza,Amravati,Member,Female,Sports and travel,7453.4,10,3726.7,78260.7,1/23/2019,1:00:00 PM,Credit card,74534.0,4.761904762,3726.7,5.4
280-17-4359,Giza,Amravati,Member,Male,Health and beauty,7511.5,10,3755.75,78870.75,1/25/2019,1:48:00 PM,Cash,75115.0,4.761904762,3755.75,8.1
338-65-2210,Giza,Amravati,Member,Female,Health and beauty,5693.799999999999,10,2846.8999999999996,59784.899999999994,02-05-2019,7:57:00 PM,Cash,56938.0,4.761904762,2846.8999999999996,9.1
488-25-4221,Giza,Amravati,Member,Female,Food and beverages,2524.03,1,126.2015,2650.2315,2/22/2019,10:36:00 AM,Credit card,2524.03,4.761904762,126.2015,8.4
239-10-7476,Alex,Pune,Normal,Female,Home and lifestyle,6469.85,6,1940.9550000000002,40760.055,1/21/2019,4:37:00 PM,Ewallet,38819.1,4.761904762,1940.9550000000002,8.0
458-41-1477,Giza,Amravati,Normal,Female,Health and beauty,3839.58,6,1151.874,24189.354,03-08-2019,5:11:00 PM,Credit card,23037.48,4.761904762,1151.874,9.5
685-64-1609,Alex,Pune,Member,Female,Fashion accessories,2501.62,10,1250.81,26267.010000000002,02-10-2019,12:28:00 PM,Ewallet,25016.199999999997,4.761904762,1250.81,9.2
568-90-5112,Giza,Amravati,Normal,Male,Health and beauty,5489.62,4,1097.924,23056.404000000002,3/19/2019,12:46:00 PM,Credit card,21958.48,4.761904762,1097.924,5.6
262-47-2794,Cairo,Nashik,Member,Male,Home and lifestyle,5964.38,8,2385.752,50100.792,03-06-2019,3:07:00 PM,Credit card,47715.04,4.761904762,2385.752,6.2
